categoria,nombre,sexo,UltimaFormacionAcademica,NodoHijo,Titulo_proyecto,año
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Evento científico,3 er encuentro INGENOVA,2019
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Evento científico,1er. Foro Antioquia en busca de la competitiviad,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Proceso de Apropiación Social del Conocimiento para el fortalecimiento o solución de asuntos de interés social,"Entrenamiento curricular en investigación UNIVERSIDAD ADVENTSITA DE LAS ANTILLAS,",2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Proceso de Apropiación Social del Conocimiento para la generación de insumos de política pública y normatividad,"PLAN DE DESARROLLO MEDELLIN FUTURO FORO AGRO AMBIETAL,",2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Proceso de Apropiación Social del Conocimiento para el fortalecimiento de cadenas,"Valorización agroindustrial de frutas pequeñas con potencial funcional basado en altas Título: innovaciones tecnológicas viables a pequeña y mediana escala, mediante estrategia de prototipado, simulación comercial y escalamiento empresarial ,",2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Producción de estrategias y contenidos transmedia,"El papel del ingeniero en la post pandemia,",2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Desarrollos web,"PLATAFORMA DEL CONSULTORIO EMPRESARIAL EN LOGÍSTICA DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,",2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Desarrollos web,"APLICACIÓN WEB PARA LA RED DE INVESTIGADORES DE LA DIVISIÓN INTERAMERICANA,",2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Desarrollos web,"APLICACIÓN WEB PARA LA RED DE INVESTIGADORES DE LA DIVISIÓN INTERAMERICANA,",2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Artículo,Conceptos asociados a las habilidades sociales utilizando la metodología Aprendizaje basado en retos,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Artículo,Bases para la distribución en almacenes: una aproximación,2013
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Artículo,Análisis de condiciones de mercado para el desarrollo de tecnologías de cadena de frío,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Artículo,ALGUNAS VARIABLES PARA EVALUACIÓN DE TECNOLOGÍAS AISLANTES ÓPTIMAS EN LA IMPLEMENTACIÓN EN CAJAS REFRIGERANTES PORTÁTILES. CORPORACIÓN UNIVERSITARIA LASALLISTA,2017
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Artículo,Las spin off e nel contexto unviersitario colombiano: consideracioens generales,2013
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Artículo,La Bioeconomia en el mundo moderno: una revision de literatura desde los 5 continentes,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Artículo,Bioeconomía y contabilidad ambiental,2017
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,COLONIZACION ECOLOGICA,2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,INVESTIGACION ASISTIDA UNAC 2018,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,Bioeconomía y desarrollo socio económico en Colombiaretos y oportunidades para un país megadiverso. https://minerva.usc.es/entities/publication/98ee24dd-b1b2-4f4d-95c7-847155c0b4cc https://minerva.usc.es/entities/publication/98ee24dd-b1b2-4f4d-95c7-847155c0b4cc,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,"Fortalecimiento De Las Capacidades Institucionales De Transferencia, Comercialización Y Valoración De Tecnologías: Estudio De Caso.",2015
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,Casos colombianos de innovación empresarial hacia la consolidación de capacidades de innovacion,2014
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,Guía Práctica Para La Comercialización Y Transferencia De Tecnologías,2015
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,HACIA UNA HOJA DE RUTA SPIN-OFF,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,Creación de spin-off desde el contexto académico: factores determinantes en el caso CONOSER S.A.S,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Libro,7 CASOS DE BIOEMPRESAS COLOMBIANAS: la biotecnología en Colombia es posible,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,METODOLOGÍA ACTIVA: APRENDIZAJE BASADO EN PROBLEMAS,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,Aprovechamiento de la energia obtenida del biogas a partir de rsiduos carnicos para la aplicacion en la dena de frio. CAso carnicos catalan,2013
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,Gestion Tecnologica e innovacion para el desarrollo,2014
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,Contabilidad ambiental como aporte a la sostenibilidad de las empresas corporativas de la UNAC,2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,Tecnologías 4.0 al servicio de la logística en la pospandemia,2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,PROPUESTA PARA EL MEJORAMIENTO DEL CICLO DEL PEDIDO EN UNA EMPRESA ALIMENTICIA,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,CAMINO HACIA UNA UNIVERSIDAD SOSTENIBLE,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,PROPUESTA PARA EL FORTALECIMIENTO DE LA INVESTIGACION EN PROGRAMAS DE PREGADO: UNA EXPERIENCIA DESDE LA FACULTAD DE INGENIERIA,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Capítulos de libro,Contabilidad ambiental como aporte a la sostenibilidad de las empresas corporativas de la UNAC,2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ANEXO 1: ANÁLISIS DEL MERCADO INTERNACIONAL BIO,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ESTUDIO SOBRE BIOECONOMIA COMO FUENTE DE NUEVAS INDUSTRIAS BASADAS EN EL CAPITAL NATURAL DE COLOMBIA FASE II: ANALSIS DE LA SITUACIÓN Y RECOMENDACIONES DE POLÍTICA DE BIOECONOMIA,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ANEXO 2: ALCANCE DEL CONCEPTO DE BIOECONOMIA PARA COLOMBIA,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ANEXO 3: INDICADORES DE BIOECONOMIA Y BIOTECNOLOGIA,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ANEXO 4: Revisión de estudios previos y análisis de políticas de la Bioeconomía en Colombia,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ANEXO7: ANÁLISIS DEL MERCADO SECTORIAL NACIONAL,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,RESUMEN EJECUTIVO ESTUDIO SOBRE BIOECONOMIA,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ANEXO 6. CAPACIDADES DE INVESTIGACIÓN Y EMPRESARIALES EN COLOMBIA,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,Informe !:Estudio de Bioeconomia como fuente de nuevas industrias basadas en el capital natural de Colombia. Fase I,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Documento de trabajo,ANEXO 5: ANÁLISIS DE BIODIVERSIDAD,2019
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Patente,Sistema de refrigeración portátil con modulo de peltier,2015
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Patente,297423 - UN DISPOSITIVO DE AISLACION Y TRANSFERENCIA TERMICA PARA CAJAS ISOTERMICAS DE ALTA EFICIENCIA ENERGETICA,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Patente,UN DISPOSITIVO DE AISLAMIENTO Y TRANSFERENCIA TÉRMICA PARA CAJAS ISOTÉRMICAS DE ALTA EFICIENCIA ENERGÉTICA,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Secreto empresarial,CASA DE ORACION SOSTENIBLE,
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Secreto empresarial,Caja autorefrigerantes para cadena de frío,
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Secreto empresarial,DISPOSITIVO CRIOGENICO PARA CONSERVACION DE PRODUCTOS PERECEDEROS,
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Software,PLATAFORMA PARA LA GESTIÓN DE LA PLANEACIÓN ESTRATÉGICA PARA EL DEPARTAMENTO DE PLANEACIÓN DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA.,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Software,PLATAFORMA DEL CONSULTORIO EMPRESARIAL EN LOGÍSTICA DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Software,PLATAFORMA PARA LA GESTIÓN DE SEMILLEROS DE INVESTIGACIÓN PARA EL DEPARTAMENTO DE INVESTIGACIÓN DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Software,PLATAFORMA PARA LA GESTIÓN DE LOS PROYECTOS DE INVESTIGACIÓN PARA EL DEPARTAMENTO DE INVESTIGACIÓN DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Prototipo industrial,CONTENEDOR CRIOGENICO PARA CONSERVACIÓN DE PRODUCTOS PERECEDEROS,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Prototipo industrial,UN DISPOSITIVO DE AISLACION Y TRANSFERENCIA TERMICA PARA CAJAS ISOTERMICAS DE ALTA EFICIENCIA ENERGETICA,2015
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Prototipo industrial,poliuretano y paneles de vacio,2015
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Prototipo industrial,CASA DE ORACION SOSTENIBLE,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Innovación de proceso o procedimiento,PLATAFORMA DEL CONSULTORIO EMPRESARIAL EN LOGÍSTICA DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Innovación de proceso o procedimiento,PLATAFORMA PARA LA GESTIÓN DE SEMILLEROS DE INVESTIGACIÓN PARA EL DEPARTAMENTO DE INVESTIGACIÓN DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA.,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Innovación de proceso o procedimiento,Plataforma para la gestión de los proyectos de investigación para el Departamento de Investigación de la Corporación Universitaria Adventista,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Innovación de proceso o procedimiento,Moxdelo de negocios para comercialización de frutas pequeñas,2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Innovación de proceso o procedimiento,CONTENEDOR CRIOGENICO PARA TRANSPORTE DE PERECEDEROS,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Innovación de proceso o procedimiento,PLATAFORMA PARA LA GESTIÓN DE LA PLANEACIÓN ESTRATÉGICA PARA EL DEPARTAMENTO DE PLANEACIÓN DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA.,2021
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informe técnico,"Desarrollo y comercializacion de tecnologias para conservacion, almacenamiento y transporte de productos carnicos y lacteos y biologicos que permitan certificar el tiempo de permanencia, las propiedades organolepticas, la seguridad y la trazabilidad",2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informe técnico,Diseno de una estructura de digitalizacion en la cadena logistica de la empresa Vitarrico: Fase I: DIAGNOSTICO DE LA CADENA LOGISTICA,2019
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informe técnico,"ESTUDIO SOBRE LA BIOECONOMIA COMO FUENTE DE NUEVAS INDUSTRIAS BASADAS EN EL CAPITAL NATURAL DE COLOMBIA N. 1240667, FASE I.",2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informe técnico,DIAGNOSTICO Y DEFINICION DE SECTORES ESTRATEGICOS EN COLOMBIA. CONSULTORIA PARA DNP. ENTIDAD EJECUTORA BIONTROPIC,2018
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informe técnico,Herramienta de diagnostico para la implementacion de la norma ISO 9001:2015 integrada con la norma ISO 21001:2018 para el Departamento de Planeacion e Internacionalizacion de la UNAC,2020
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informes finales de investigación, INFORME DE ESTADO DE CAPACIDADES EN VIGILANCIA TECNOLÓGICA GRUPO DE INVESTIGACIÓN DELTA CORPORACION ,2013
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informes finales de investigación, PLANDE COMERCIALIZACION TECNOLOGIAS CORPORACION UNIVERSITARIA LASALLSITA ,2013
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informes finales de investigación, VIGILANCIA TECNOLOGICA PARA AGRICOLAS UNIDAS ,2013
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Informes finales de investigación, AVANCE PROYECTO GESTION DE RESIDUOS METODOLOGIA PARA EL MANEJO Y RECUPERACIÓN DE RESIDUOS ALIMENTICIOS CARNICOS: CASO CARNICOS CATALAN ¿ ,2013
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,PROYECTO INSTITUCIONAL METODOLOGIAS ACTIVAS,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,mplementacion de espacios de aprendizaje en el Laboratorio Integral de Ingenieria Industrial de la UNAC; mediante la aplicacion de la figura de proyectos integrador de la facultad de ingenieria,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Sostenibilidad hacia el logro ODS,2022
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,diagnostico de una contabilidad ambiental como aporte a la sostenibilidad de las empresas de produccion de alimentos de la Corporacion Universitaria Advetntista,2017
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Camino hacia una universidad sostenible,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,ENTRENAMIENTO CURRICULAR EN INVESTIGACION,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Diseno de una estructura de digitalizacion en la cadena logistica de la empresa vitarrico: Fase 1 diagnostico de la cadena logistica,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Valorizacion agroindustrial de frutas pequenas con potencial funcional basado en altas innovaciones tecnologicas viables a pequena y mediana escala; mediante estrategia de prototipado; simulacion comercial y escalamiento empresarial,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,CONTABILIDAD AMBIENTAL EN LA S EMRPESAS UNAC,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,BIOECONOMIA Y DESARROLLO SOCIO ECONOMICO EN COLOMBIA RETOS Y OPORTUNIDADES PARA UN PAIS MEGA DIVERSO,2023
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Desarrollo y comercializacion de tecnologias para conservacion; almacenamiento y transporte de productos carnicos y lacteos y biologicos que permitan certificar el tiempo de permanencia; las propiedades organolepticas; la seguridad y la trazabilidad,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Tecnologias para conservacion; almacenamiento y transporte de muestras en el diagnostico; manejo y tratamiento de las diferentes patologias en medicina veterinaria,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Hoja de ruta Spin Off Colombia,2016
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Mentoring & Training Programme Prosperity & Innovation Managers  National Roll Out,2014
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,FORTALECIMIENTO DE LAS CAPACIDADES INSTITUCIONALES DE TRANSFERENCIA; COMERCIALIZACION Y VALORACION DE TECNOLOGIAS DESARROLLADAS POR LOS GRUPOS DE INVESTIGACION GRIAL; GAMA Y G-3IN,2015
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Metodologia para el manejo y recuperacion de residuos alimenticios carnicos: caso carnicos Catalan,2014
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,OBSERVATORIO DE CIENCIA Y TECNOLOGIA CORPORACION UNIVERSITARIA LASALLISTA,2014
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Consolidacion de las capacidades de gestion de innovacion en agricolas unidas,2014
Investigador Senior,Ana Cristina Zuniga Zapata,Femenino,Doctorado,Investigación y desarrollo,Vigilancia tecnologica e Inteligencia Competitiva para identificacion de oportunidades y tendencias de investigacion en el sector Agropecuario,2013
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Trabajo dirigido de grado de pregrado,Sistema académico de proyectos integradores (GAPI): Un análisis de su implementación en el Programa de Ingeniería de Sistemas de la Corporación Universitaria Adventista Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Trabajo dirigido de grado de pregrado,Sistema de Información para la gestión y acompañamiento de capellanía Institucional de la Corporación Universitaria Adventista de Colombia Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Trabajo dirigido de grado de pregrado,Migración de la aplicación móvil SION estudiantes de la Corporación Universitaria Adventista Colombia Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Trabajo dirigido de grado de pregrado,Prototipo de un Sistema de Alerta Temprana de Deserción Desde el Proceso de Admisión de Aspirantes de la Facultad de Ingeniería en la UNAC Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Trabajo dirigido de grado de pregrado,Sistema de Gestión de Actas de Consejo de facultad para la Facultad de Ingeniería (GACFI) Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Trabajo dirigido de grado de pregrado,ABCLICK: Aplicativo web para motivar el proceso de aprendizaje del área de español en estudiantes de tercer grado de una institución pública de la ciudad de Medellín Corporación Universitaria Adventista,2024
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Trabajo dirigido de grado de pregrado,Estrategia Basada En Gamificación Para El Desarrollo Del Pensamiento Computacional Como Habilidad Del Siglo XXI Enfocada En Estudiantes Universitarios Corporación Universitaria Adventista,2025
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Consultoría Científico Tecnológica e Informe Técnico - Servicios de Proyectos de I+D+I,Sistema académico de proyectos integradores (GAPI): Un análisis de su implementación en el Programa de Ingeniería de Sistemas de la Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Consultoría Científico Tecnológica e Informe Técnico - Servicios de Proyectos de I+D+I,Migración de la aplicación móvil SION Estudiantes de la Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Consultoría Científico Tecnológica e Informe Técnico - Servicios de Proyectos de I+D+I,Prototipo de un Sistema de Alerta Temprana de Deserción Desde el Proceso de Admisión de Aspirantes de la Facultad de Ingeniería en la UNAC,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Consultoría Científico Tecnológica e Informe Técnico - Servicios de Proyectos de I+D+I,Sistema de Información para la Gestión y Acompañamiento de Capellanía Institucional de la Corporación Universitaria Adventista,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Consultoría Científico Tecnológica e Informe Técnico - Servicios de Proyectos de I+D+I,Creación de la malla curricular del Técnico Laboral como Asistente en Desarrollo de Software de la Corporación Universitaria Adventista,2022
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,11° Jornada de Investigación de la Facultad de Ciencias Económicas y de la Administración,2024
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,5o Seminario Iberoamericano de Pensamiento Computacional,2025
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,5o Seminario Iberoamericano de Pensamiento Computacional,2025
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,IX Semana de la Ingeniería Inteligencia Artificial e Industria Sostenible,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,XV Encuentro Nacional de Programas de Ingeniería de Sistemas y Afines - REDIS 2024,2024
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,XVIII Congreso Latinoamericano de Dinámica de Sistemas,2020
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,CIINATIC Congreso Internacional en Innovación y Apropiación de las Tecnologías de la Información y las Comunicaciones,2019
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,XVII Congreso Latinoamericano y Encuentro Colombiano de Dinámica de Sistemas,2019
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,Encuentro Internacional de Educación en Ingeniería ACOFI 2023 (EIEI ACOFI 2023),2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Evento científico,Reunión Nacional de programas de Ingeniería de Sistemas y afines,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Proceso de Apropiación Social del Conocimiento para el fortalecimiento o solución de asuntos de interés social,"Selección, revisión y traducción de retos Bebras para el Desafío Bebras Colombia 2023,",2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Proceso de Apropiación Social del Conocimiento para el fortalecimiento o solución de asuntos de interés social,"Tutoría del Semillero Edunova ,",2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Proceso de Apropiación Social del Conocimiento para el fortalecimiento o solución de asuntos de interés social,"Selección, revisión y traducción de retos Bebras para el Desafío Bebras Colombia 2024,",2024
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Desarrollos web,"PLATAFORMA DEL CONSULTORIO EMPRESARIAL EN LOGÍSTICA DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,",2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Desarrollos web,"APLICACIÓN MÓVIL SION ESTUDIANTES DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,",2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Desarrollos web,"APLICACIÓN MÓVIL DE ESTILO DE VIDA SALUDABLE,",2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Artículo,Evaluación innovadora de los aprendizajes en educación media y superior en América Latina: revisión sistemática,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,Prototipo de un sistema de alerta temprana de deserción desde el proceso de admisión de aspirantes de la facultad de ingeniería en la UNAC,2022
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,PLATAFORMA DEL CONSULTORIO EMPRESARIAL EN LOGÍSTICA DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2022
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,Plataforma para la gestión de proyectos integradores del programa de ingeniería de sistemas de la corporación universitaria adventista,2022
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,Aplicación móvil de estilo de vida saludable,2022
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,Plataforma para la gestión y acompañamiento de capellanía institucional de la corporación universitaria adventista,2022
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,Aplicación móvil SION estudiantes de la corporación universitaria adventista,2022
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,PLATAFORMA PARA LA REMISIÓN DE ESTUDIANTES AL CENTRO DE APOYO UNIVERSITARIO DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Software,PLATAFORMA DE PSICOLOGÍA TEST DE ESTILOS DE APRENDIZAJE DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Innovación de proceso o procedimiento,PLATAFORMA DEL CONSULTORIO EMPRESARIAL EN LOGÍSTICA DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Innovación de proceso o procedimiento,PLATAFORMA DE PSICOLOGÍA TEST DE ESTILOS DE APRENDIZAJE DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Innovación de proceso o procedimiento,PLATAFORMA PARA LA GESTIÓN DE PROYECTOS INTEGRADORES DEL PROGRAMA DE INGENIERÍA DE SISTEMAS DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Innovación de proceso o procedimiento,APLICACIÓN MÓVIL SION ESTUDIANTES DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Innovación de proceso o procedimiento,PLATAFORMA PARA LA REMISIÓN DE ESTUDIANTES AL CENTRO DE APOYO UNIVERSITARIO DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Innovación de proceso o procedimiento,PROTOTIPO DE UN SISTEMA DE ALERTA TEMPRANA DE DESERCIÓN DESDE EL PROCESO DE ADMISIÓN DE ASPIRANTES DE LA FACULTAD DE INGENIERÍA EN LA UNAC,2023
Investigador Junior,Edna Katherine Conde Vega,Femenino,Maestría,Innovación de proceso o procedimiento,PLATAFORMA PARA LA GESTIÓN Y ACOMPAÑAMIENTO DE CAPELLANÍA INSTITUCIONAL DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA,2023
